person_id,full_name,date_of_birth,email,phone,person_age,person_income,person_home_ownership,person_emp_length,source_system,created_at
P-100797,Billy Scott,2002-12-22,dominguezmeredith@example.com,+19888605053,23,101465.96,RENT,2.4,WEBSITE,2025-04-16 07:21:23.531454
P-100798,Natasha Stone,1989-02-21,wilsondavid@example.org,+13302835669,36,54809.71,OWN,5.4,CRM,2025-03-17 14:47:36.645114
P-100799,Angel Bentley,1993-10-17,corythompson@example.org,+19558068826,32,43000.09,OWN,2.7,CRM,2025-12-06 12:50:02.249479
P-100800,Brenda Clark,1997-08-11,kelly01@example.org,+18802873543,28,41785.51,OWN,1.9,CRM,2024-11-15 12:09:09.570779
P-100801,Lisa Martinez,1998-09-13,estradashannon@example.net,+16904859914,27,81243.32,MORTGAGE,7.7,WEBSITE,2026-04-05 22:53:44.978266
P-100802,Jody Scott,1989-05-06,richardharper@example.net,+16694964899,36,60800.26,MORTGAGE,2.4,CRM,2025-06-29 23:22:54.633476
P-100803,James Crane,1996-07-01,dylancunningham@example.com,+14845993231,29,75613.68,MORTGAGE,8.5,CRM,2025-01-12 06:36:50.161808
P-100804,Wayne Powell,2001-09-20,russellholly@example.net,+15267176072,24,47088.6,MORTGAGE,11.9,WEBSITE,2025-10-02 10:57:09.245440
P-100805,Heidi Sanchez,2005-02-01,dianehoffman@example.org,+18057612996,20,51693.28,RENT,0.0,PARTNER_PORTAL,2025-07-06 10:39:00.107493
P-100806,Matthew Davis,1999-11-26,wberry@example.com,+17133087612,26,35197.15,OWN,2.9,PARTNER_PORTAL,2024-12-13 12:06:20.190506
P-100807,Derek Weaver,1993-10-01,brianamejia@example.net,+18003273008,32,33044.47,OWN,0.0,CRM,2026-05-20 10:07:22.854817
P-100808,William Hughes,1987-09-21,charlesbarnett@example.net,+12009168094,38,70526.65,MORTGAGE,0.0,WEBSITE,2025-04-01 16:21:27.408770
P-100809,Mark Gonzalez,1991-09-12,omay@example.org,+16538440777,34,64330.45,RENT,0.9,WEBSITE,2024-10-11 17:29:11.384374
P-100810,Joann Taylor,1993-10-31,ahines@example.net,+18922508177,32,122171.72,RENT,12.7,CRM,2026-05-08 21:23:16.706634
P-100811,Tara Jones,2005-11-14,andrew88@example.com,+17334373125,20,174845.82,MORTGAGE,1.3,WEBSITE,2024-11-08 23:05:47.214075
P-100812,Jennifer Mcdonald,1986-08-17,marshalljamie@example.org,+19119920613,39,25651.83,OTHER,7.0,WEBSITE,2025-07-07 13:45:22.779074
P-100813,Jamie Lee,1994-10-27,qjones@example.net,+12443902950,31,60167.13,RENT,5.9,PARTNER_PORTAL,2025-04-18 01:13:15.387844
P-100814,Anthony Hayes,1984-07-19,marilyn67@example.net,+14273782210,41,40443.83,MORTGAGE,9.4,WEBSITE,2026-02-25 04:20:09.066609
P-100815,Leah Wilcox,1989-08-25,fullerjose@example.com,+15985579736,36,66336.62,MORTGAGE,2.3,PARTNER_PORTAL,2026-02-24 02:28:21.560760
P-100816,Cassandra Maldonado,2002-02-23,ricky53@example.net,+15708798661,23,31525.38,OTHER,8.1,CRM,2025-06-18 01:48:02.654439
P-100817,Shannon Smith,1986-11-18,bennettdouglas@example.net,+12237552165,39,40728.3,RENT,10.7,WEBSITE,2025-07-02 15:25:56.780032
P-100818,Brian Baker,1983-02-26,jessicamills@example.org,,42,28224.89,OWN,11.3,PARTNER_PORTAL,2025-04-17 05:04:10.165535
P-100819,Donna Payne,1994-12-28,bentondavid@example.org,+13093386948,31,47543.05,OTHER,3.6,PARTNER_PORTAL,2025-01-04 15:56:40.710882
P-100820,Joshua Ellis,2001-11-07,dominguezscott@example.com,+14382676738,24,62823.07,MORTGAGE,1.9,WEBSITE,2026-04-05 05:07:19.685835
P-100821,James Miller,1969-06-14,ballelizabeth@example.com,+14987768299,56,24407.84,MORTGAGE,0.0,WEBSITE,2025-06-16 13:28:45.201743
P-100822,Zachary Johnson,1989-02-11,erin06@example.net,+17359040566,36,45959.89, MORTGAGE ,7.3,WEBSITE,2025-07-23 17:46:40.424870
P-100823,Calvin Ramirez,2005-06-15,kimberlycooper@example.com,+16424867963,20,30557.6,MORTGAGE,0.7,BRANCH,2025-09-10 03:35:02.286905
P-100824,Brandi Patel,2005-05-12,kristine33@example.net,+17159624152,20,12918.88,OWN,0.0,WEBSITE,2024-10-22 15:30:56.789394
P-100825,Jasmine Schmitt,1999-01-04,richardlawrence@example.net,+18587951381,27,28079.44,RENT,6.6,CRM,2025-03-03 06:29:42.733959
P-100826,Katherine Baker,1991-11-26,jherring@example.com,+16953744303,34,67091.39,OTHER,9.6,CRM,2026-02-24 21:04:59.071753
P-100827,Samantha Jones,1994-09-13,sloancarol@example.org,+17385593401,31,52412.84, OTHER ,7.0,CRM,2025-03-23 09:25:54.927047
P-100828,Edward Rodriguez,1992-07-22,james32@example.com,+16364781367,33,36943.93,RENT,1.7,CRM,2025-10-21 08:30:59.735903
P-100829,Ashley Clements,1990-02-11,johnsonmichael@example.com,+16987198780,35,42120.58,OTHER,2.3,WEBSITE,2024-09-18 22:30:00.951544
P-100830,Kelsey Gates,1999-02-10,richard25@example.net,+14669059867,26,75990.43,OTHER,5.3,CRM,2025-10-27 15:24:44.301783
P-100831,Victoria Barry,2000-12-02,amber59@example.com,+17592428249,25,69196.2,OWN,2.8,WEBSITE,2024-09-23 09:14:34.928634
P-100832,Sonya Williams,2005-01-09,nathan39@example.net,+12137215513,20,33011.02,MORTGAGE,3.4,CRM,2025-02-13 03:30:23.089292
P-100833,Damon Schultz,1993-11-04,evelyncampbell@example.com,+16898669972,32,83151.88,OWN,5.1,PARTNER_PORTAL,2024-10-02 21:32:00.926407
P-100834,Jacob Robertson,2003-10-29,samantharoberts@example.org,+13322812312,22,33970.77,OTHER,12.6,PARTNER_PORTAL,2025-03-11 05:20:29.276936
P-100835,Brandon Sanchez,1994-05-16,tracy38@example.com,+19089276817,31,12974.36,MORTGAGE,6.4,PARTNER_PORTAL,2025-01-30 18:43:38.404830
P-100836,Heidi Burton,1978-04-26,jtaylor@example.net,+15523918768,47,121421.7,RENT,0.9,BRANCH,2025-03-21 23:13:02.378259
P-100837,Catherine Gonzales,1986-06-04,brewergregory@example.com,+15338739920,39,29819.06,OTHER,5.9,BRANCH,2026-02-27 13:06:43.791008
P-100838,Morgan Lloyd,2004-05-31,bowmanjoel@example.net,+17326553983,21,30578.86,OWN,8.6,PARTNER_PORTAL,2024-12-23 21:43:06.209638
P-100839,Nathaniel Ford,1987-03-29,zrobinson@example.com,+19302954497,38,51650.28,RENT,0.0,CRM,2024-10-28 21:04:24.709437
P-100840,Benjamin Brown,1996-11-21,elizabethcarlson@example.net,+13134752988,29,71562.16,OTHER,9.7,PARTNER_PORTAL,2025-12-27 16:13:59.824926
P-100841,Richard Roy,1985-10-27,glenware@example.com,+17874978889,40,29279.1,OTHER,0.0,CRM,2024-12-02 21:40:06.698859
P-100842,Tammy Lindsey,2005-12-12,harrisjoshua@example.com,+17614995171,20,35571.85,RENT,2.0,WEBSITE,2026-04-19 08:32:38.134732
P-100843,Laura Mcfarland,1980-12-13,johnsonedward@example.net,+15952014374,45,88950.74,OTHER,5.1,CRM,2025-08-22 18:46:06.344776
P-100844,Aaron Perry,1996-09-15,rmiller@example.net,+19198126022,29,50258.73,MORTGAGE,11.4,WEBSITE,2025-05-12 20:13:56.098591
P-100845,Amy Obrien,1990-02-20,wilsonpatrick@example.org,+19205190725,35,66125.91,OTHER,9.7,CRM,2024-11-05 16:37:58.947340
P-100846,Monica Johnson,2003-06-09,ryanrogers@example.net,+13273481242,22,37721.56,OTHER,0.0,CRM,2025-01-05 06:48:51.995935
P-100847,Melanie Garrett,2005-09-09,sandraheath@example.net,+13522294620,20,25337.36,OWN,7.1,CRM,2026-01-05 04:07:56.235178
P-100848,Michael Carlson,1993-08-20,kimberlysilva@example.org,+18136712436,32,129705.13,MORTGAGE,0.0,CRM,2025-12-06 04:46:00.903643
P-100849,Ryan Green,1994-10-04,beasleykimberly@example.org,+15709615927,31,52440.77,OTHER,2.1,WEBSITE,2024-12-31 17:12:32.571346
P-100850,Manuel Ramos,1993-08-23,reynoldsmichelle@example.org,+12325248155,32,96321.65,MORTGAGE,2.3,WEBSITE,2024-07-31 02:43:43.579749
P-100851,Jack Stein,1977-10-22,xelliott@example.net,+18564491579,48,43570.65,RENT,9.1,CRM,2026-04-13 12:36:14.878419
P-100852,Ryan Taylor,1994-02-16,steven01@example.org,+15013810306,31,32169.81,RENT,5.5,CRM,2025-04-30 18:37:10.196142
P-100853,Tony Burns,1991-08-25,iblack@example.org,+12158712901,34,28815.19,MORTGAGE,4.5,PARTNER_PORTAL,2025-05-03 07:46:08.355643
P-100854,Joel Perez,1998-03-26,novaklisa@example.com,+18844743621,27,42219.95,MORTGAGE,11.2,WEBSITE,2025-02-19 10:52:26.080708
P-100855,Megan Griffin,1995-10-11,fcarlson@example.org,+14189053396,30,51154.63,OWN,0.0,WEBSITE,2026-03-27 20:28:29.253961
P-100856,Stacy Kim,1997-10-28,christianrichards@example.net,+18273000466,28,106117.48,OTHER,5.9,PARTNER_PORTAL,2025-01-23 14:27:00.053781
P-100857,Kevin Fischer,1982-11-18,williamsbrianna@example.net,+16142004938,43,63095.27,RENT,11.5,CRM,2025-01-26 17:11:19.699378
P-100858,Michelle Stewart,1994-09-15,bobbybishop@example.net,+15943976987,31,33963.17,MORTGAGE,1.9,WEBSITE,2024-11-06 04:36:37.523028
P-100859,Melinda Cervantes,2003-08-24,vmorrison@example.com,+19669123740,22,159861.58,OTHER,8.3,CRM,2025-07-25 00:26:56.882802
P-100860,Ronald Gill,1996-06-29,vwhite@example.net,+14992499197,29,64746.23,OWN,12.9,CRM,2024-11-17 04:11:21.327514
P-100861,Joe Strong,2005-01-20,danieljenkins@example.org,+19044181359,20,38332.44,MORTGAGE,3.1,CRM,2026-03-10 16:12:56.458725
P-100862,Jeremy Johnson,2005-12-06,sarah80@example.org,+17645482217,20,38226.41,MORTGAGE,8.0,PARTNER_PORTAL,2025-07-25 01:37:16.916311
P-100863,Jonathon Kim,1975-06-06,ryanbryan@example.org,+13806675712,50,36523.68,OTHER,3.3,WEBSITE,2025-08-11 07:03:46.973664
P-100864,Matthew Miller,1993-06-27,williamporter@example.net,+16292688276,32,32477.66,MORTGAGE,2.5,PARTNER_PORTAL,2025-08-06 12:05:38.209476
P-100865,Bruce Conway,1985-09-18,tylerrodney@example.com,+13079832748,40,54625.26,RENT,0.0,CRM,2025-08-01 00:49:50.823358
P-100866,Mary Davidson,2003-11-21,kellywilliams@example.net,+16494668349,22,55329.45,RENT,2.0,BRANCH,2024-08-04 09:28:59.188267
P-100867,Justin Garcia,1995-07-24,ernestmahoney@example.net,+15362488208,30,44679.95,MORTGAGE,7.9,WEBSITE,2026-02-26 16:31:39.249401
P-100868,David Mendoza,2004-12-18,eguzman@example.com,+15917141319,21,51540.63,RENT,4.6,PARTNER_PORTAL,2025-09-26 04:13:48.557547
P-100869,Miss Carla Hoover,1989-01-25,jenniferrodriguez@example.org,+17602523045,36,22556.33,MORTGAGE,6.4,BRANCH,2026-03-19 11:25:03.083556
P-100870,Tyler Christensen,1986-01-03,hthomas@example.net,+18658034409,40,47882.79,OWN,4.6,WEBSITE,2026-02-02 00:39:19.996384
P-100871,Patrick Mosley,2000-01-31,bartondavid@example.com,+13896808806,25,42633.72,OTHER,10.0,CRM,2024-08-14 19:17:39.656188
P-100872,Jose Carney,1994-11-15,marydean@example.com,+19646869893,31,33835.44,OTHER,5.8,CRM,2026-04-02 16:41:30.977500
P-100873,Erik Stafford,1996-11-11,murphybrianna@example.com,+17013192920,29,57925.72,OWN,7.1,CRM,2024-08-08 08:01:35.500956
P-100874,Michael Brown,1986-03-29,uclark@example.org,+12216894559,39,76705.01,RENT,1.3,CRM,2026-01-06 07:33:31.146647
P-100875,Wesley Wright,2001-07-26,carternicholas@example.com,+16487966760,24,42545.34,OTHER,3.2,CRM,2025-04-12 17:58:24.566381
P-100876,Peter Morgan,2003-11-23,duncankimberly@example.com,+14534389062,22,34167.08,OWN,2.3,PARTNER_PORTAL,2025-12-11 16:46:50.175045
P-100877,Dylan Rodriguez,1996-08-06,cassandra53@example.org,+19628212242,29,84808.24,OWN,5.8,PARTNER_PORTAL,2026-04-26 12:41:24.541997
P-100878,Matthew Collins,1974-06-23,kathrynaustin@example.com,+16118241158,51,37815.1,OTHER,5.0,WEBSITE,2026-05-16 20:53:19.842112
P-100879,Tanner Herrera,1991-12-21,wellszachary@example.com,+19784231299,34,56352.94,RENT,13.3,WEBSITE,2026-05-17 11:03:10.184428
P-100880,Dennis Martin,2000-09-30,ujones@example.org,+18037843753,25,49724.99,OWN,0.0,PARTNER_PORTAL,2025-10-20 20:53:21.600162
P-100881,Sharon Patel,1987-03-16,ospencer@example.org,+17486242183,38,89071.35,OTHER,1.6,PARTNER_PORTAL,2024-07-23 01:25:04.561157
P-100882,Jessica Torres,1994-11-10,justin75@example.net,+19313123274,31,22195.76,MORTGAGE,9.2,BRANCH,2025-05-01 18:33:53.512375
P-100883,Jennifer Clark,1997-06-04,deanna27@example.org,+12382862175,28,24104.61,OTHER,5.9,BRANCH,2026-01-02 06:05:41.515122
P-100884,Richard Rivers,1998-03-29,scottjennifer@example.org,+15697358824,27,66611.29,MORTGAGE,0.4,PARTNER_PORTAL,2026-02-03 21:04:49.257784
P-100885,Alexandra Hodge,2001-02-07,robertsonjennifer@example.com,+17786481652,24,48278.62,MORTGAGE,8.9,WEBSITE,2024-12-20 11:29:54.140506
P-100886,Joseph Weiss,1984-12-19,haley79@example.net,+14789105391,41,74277.05,OWN,1.9,BRANCH,2026-04-23 17:37:45.354246
P-100887,Dawn Ryan,1979-05-06,klara@example.net,+16989829045,46,23775.86, MORTGAGE ,10.3,PARTNER_PORTAL,2025-10-10 01:48:52.230083
P-100888,David Patrick,1999-11-06,lpage@example.com,+15383397283,26,61403.76,OWN,0.9,BRANCH,2024-10-03 18:26:00.656493
P-100889,Matthew Dunn,1998-04-24,myerslisa@example.net,+14283809832,27,68162.49,MORTGAGE,9.2,WEBSITE,2024-07-21 09:37:31.655958
P-100890,Cody Thompson,1994-12-27,smithheather@example.com,+12663100898,31,67312.02,OWN,5.5,WEBSITE,2026-01-13 21:44:00.241373
P-100891,James Davis,2004-07-05,loweryjoe@example.net,+17536198074,21,28363.67,OTHER,5.9,CRM,2025-04-02 07:06:04.354287
P-100892,Mrs. Megan Davis,1984-02-04,gonzalezkendra@example.org,+12622054596,41,68100.59,MORTGAGE,6.1,PARTNER_PORTAL,2025-04-21 09:06:28.243521
P-100893,Mary Henderson,1988-04-20,jonesrebecca@example.com,+16419134078,37,30738.99,MORTGAGE,4.4,CRM,2024-07-19 10:08:32.671971
P-100894,Holly Hoffman,2000-07-14,russellkelley@example.com,+18269899962,25,53287.23,OTHER,5.7,WEBSITE,2025-12-21 20:19:40.848989
P-100895,Kimberly Grant,1988-04-30,kennedywanda@example.net,+19798150596,37,59895.79,OTHER,6.0,WEBSITE,2024-07-06 09:42:59.574524
P-100896,Beth Harding,1989-06-28,ryanmiles@example.com,+17894826041,36,55664.08,OWN,2.1,CRM,2026-04-10 00:07:35.793770
P-100897,Heather Dixon,1991-04-08,murraystephen@example.net,+14276469211,34,64063.48,MORTGAGE,2.3,BRANCH,2024-08-23 09:47:00.913530
P-100898,Jennifer Taylor,1993-10-16,gregory29@example.com,+17899170454,32,33203.86,RENT,0.5,CRM,2026-01-24 20:08:46.672077
P-100899,Jeffrey Wagner,1983-12-21,kirkdonald@example.com,+14095001635,42,79708.13,OTHER,7.1,WEBSITE,2026-01-20 12:37:05.107916
P-100900,Sean Braun,1978-05-13,samanthacarr@example.net,+13004178822,47,235030.21,OTHER,4.1,CRM,2026-05-17 02:08:20.320516
P-100901,Todd Daniels,1991-11-18,adam10@example.com,+19013195092,34,35639.94,MORTGAGE,6.5,BRANCH,2026-05-08 05:47:38.350896
P-100902,Emily Simmons,1987-12-30,manningjeremy@example.com,+17922300716,38,117853.3,MORTGAGE,6.0,CRM,2024-06-23 06:09:43.436786
P-100903,Dr. Ronald Valdez,1991-04-08,anna54@example.org,+16296876989,34,26904.57,OWN,6.7,CRM,2026-04-21 01:49:40.166790
P-100904,Jennifer Oconnor,1995-09-05,tiffanyharris@example.com,+17138104502,30,28938.82,OWN,15.7,WEBSITE,2024-11-22 09:12:46.877381
P-100905,John Phillips,1996-07-16,samuel83@example.com,+18689064860,29,19903.64,RENT,2.2,CRM,2024-11-02 18:06:19.662700
P-100906,Wanda Davies,1994-07-30,sarah83@example.net,+19259364628,31,60182.57, MORTGAGE ,7.7,WEBSITE,2026-03-31 09:15:02.813231
P-100907,Jennifer Cole,1999-01-25,michael56@example.org,+13922090855,26,53489.59,RENT,1.5,WEBSITE,2025-05-31 15:18:49.656749
P-100908,Monica Wade,1998-03-27,prestoncory@example.org,+16789619025,27,23072.26,OWN,9.3,CRM,2025-10-10 17:50:34.785659
P-100909,Michael Jackson,1988-09-23,sullivanchristine@example.org,+14418201227,37,75899.54,OWN,5.2,PARTNER_PORTAL,2025-12-04 01:54:08.511586
P-100910,Amber Flores,1987-11-28,jason25@example.net,+14949795074,38,71303.32, OTHER ,5.7,PARTNER_PORTAL,2025-08-10 18:57:35.532277
P-100911,Hector Paul,1988-01-22,dawn31@example.org,+13642934039,37,54666.85,OWN,1.1,WEBSITE,2024-12-31 08:51:36.170649
P-100912,Andre Lewis,2005-03-17,hunterholly@example.com,+14187491359,20,60518.51,MORTGAGE,7.8,CRM,2025-02-17 11:22:29.163271
P-100913,Susan Parks,2004-09-16,dwayne56@example.org,+18062799006,21,25858.52,RENT,2.1,BRANCH,2024-08-10 15:34:23.719732
P-100914,Jeffrey Baker,1996-03-08,wendymason@example.net,+19238394495,29,20289.76,RENT,1.7,WEBSITE,2025-12-03 12:43:33.536280
P-100915,Felicia Smith,1993-09-08,cynthiapoole@example.org,+14362542624,32,23171.38,OWN,4.5,PARTNER_PORTAL,2025-09-02 17:58:20.256574
P-100916,Laura Maxwell,1985-09-19,kristinaparker@example.org,+12008906053,40,39594.87,RENT,9.1,BRANCH,2025-06-12 13:59:16.193584
P-100917,Christian Leach,1997-06-05,cruzscott@example.org,+14043575988,28,32353.64,OWN,9.7,PARTNER_PORTAL,2024-10-17 19:24:15.962142
P-100918,Patricia Collins,1996-11-18,pwilliams@example.com,+14202275582,29,56158.37,OWN,3.6,BRANCH,2026-03-17 14:22:54.885772
P-100919,Robert Wilkinson,1990-09-14,jenniferpierce@example.org,+13629192158,35,52904.69,RENT,9.1,BRANCH,2025-11-08 07:57:31.395124
P-100920,Krystal Hamilton,1998-03-08,gordonjason@example.com,+12882195977,27,42880.24,OTHER,7.8,WEBSITE,2025-11-27 16:20:39.482671
P-100921,Sylvia Mendoza,2002-05-19,carloswerner@example.net,+12893728454,23,77601.14,OWN,6.9,BRANCH,2026-05-18 07:26:37.179847
P-100922,Nathan Woods,2004-04-16,brownandrea@example.net,+15824322041,21,151562.17,MORTGAGE,9.0,WEBSITE,2026-03-29 15:56:28.222956
P-100923,Nicole Jones,1982-06-15,barbara30@example.net,+14024030423,43,46488.22,RENT,0.0,CRM,2025-11-04 05:36:48.063322
P-100924,Dr. Cameron Liu II,2005-11-19,blakefrank@example.org,,20,32029.47,RENT,1.3,BRANCH,2025-05-07 23:19:32.796122
P-100925,Kevin Carr,1994-12-31,davidjones@example.org,+15293161746,31,62228.72,MORTGAGE,0.0,CRM,2026-04-12 08:44:05.398134
P-100926,David Sanford,1997-07-20,carl66@example.org,+12917316708,28,24553.05,OTHER,8.5,WEBSITE,2025-03-31 07:56:27.384308
P-100927,Tracy Butler,1997-06-04,wstevens@example.org,+16366219865,28,59885.31,OWN,9.4,WEBSITE,2025-01-16 12:41:02.644616
P-100928,Vincent Myers,1988-07-17,gailjacobs@example.org,+14394650496,37,23543.94,OTHER,9.5,CRM,2025-03-16 22:55:37.684872
P-100929,Roy Davis,2000-12-15,jonathanfloyd@example.net,+12589542188,25,51161.78,RENT,6.0,CRM,2026-04-15 21:18:57.406296
P-100930,Melissa Garcia,1990-03-25,phernandez@example.net,+19194964338,35,27886.68,OTHER,0.0,WEBSITE,2026-03-04 17:35:48.119499
P-100931,Holly Young,1987-04-28,joseharris@example.org,+19318158760,38,49129.21,OWN,9.6,CRM,2026-03-23 18:26:09.324096
P-100932,Debra Rivera,1994-06-12,tmorales@example.net,+18533536597,31,75461.01,MORTGAGE,3.5,WEBSITE,2025-04-17 20:59:20.571069
P-100933,Beth Thompson,1991-10-21,mitchell80@example.net,+18946815269,34,31066.87,OWN,11.6,CRM,2026-02-01 09:43:10.201396
P-100934,Scott Allen,2001-09-08,rberg@example.org,+12596142614,24,47056.15,OTHER,0.6,WEBSITE,2025-09-18 19:26:25.847697
P-100935,Danielle Merritt,1991-07-03,tvelasquez@example.com,+13309796373,34,107640.34,MORTGAGE,3.0,CRM,2026-04-09 14:03:54.039174
P-100936,Tamara Thomas,1990-11-01,millerjessica@example.com,+18849523542,35,43416.24,RENT,3.7,CRM,2024-12-18 23:45:26.721725
P-100937,Marie Shelton,2000-12-01,rodriguezjames@example.org,+18087652377,25,80402.28,OWN,3.7,PARTNER_PORTAL,2025-03-31 22:38:53.354859
P-100938,Aaron Ramirez,1995-02-19,brewerbrandon@example.net,+12524781055,30,15455.98,OWN,0.5,CRM,2025-05-24 22:56:20.675270
P-100939,Monica Jones,1986-12-31,luisbates@example.org,+18603943913,39,13898.37,OTHER,1.9,CRM,2025-06-01 08:00:05.004861
P-100940,Andrew Martinez,1997-02-01,wdean@example.net,+15867209297,28,67692.59,MORTGAGE,2.8,BRANCH,2024-09-17 13:37:38.991975
P-100941,Luis Wilcox,1983-07-21,reneehernandez@example.org,+15737938992,42,29516.84,MORTGAGE,9.0,PARTNER_PORTAL,2024-11-24 23:47:56.523035
P-100942,Jeffery Hunter,2004-11-22,harrisonchristopher@example.org,+14705826971,21,35476.53,RENT,0.9,CRM,2025-03-14 00:11:42.156409
P-100943,John Moore,1995-09-17,gomezmegan@example.net,+16888217648,30,51665.18,MORTGAGE,3.0,WEBSITE,2025-05-21 04:41:07.192288
P-100944,Paul Anderson,1989-07-02,tinabrandt@example.net,+14227801944,36,62392.78,RENT,6.8,WEBSITE,2025-07-17 10:48:14.225883
P-100945,Natalie Moore,1994-12-27,gregorymullen@example.com,+15629953506,31,34795.37,OTHER,5.6,CRM,2026-02-15 14:12:56.984564
P-100946,Scott Wilson,1989-07-02,nelsongabriela@example.com,+14132075384,36,74360.58,OTHER,8.9,WEBSITE,2026-03-04 09:26:47.782840
P-100947,Raymond Thompson,1969-08-02,hicksjustin@example.com,+12977561547,56,58910.65,MORTGAGE,6.9,WEBSITE,2025-01-29 01:54:06.854554
P-100948,Rebecca Zuniga,1988-06-19,richardsonronnie@example.net,+18115955640,37,34747.19,MORTGAGE,3.0,CRM,2025-08-07 23:16:45.710094
P-100949,Jonathan Ballard,1988-05-05,woodsaaron@example.org,+13424620197,37,40303.92,OWN,5.6,CRM,2025-11-12 15:45:55.786823
P-100950,Eric Everett,1985-10-16,karenjordan@example.net,+18789976098,40,40580.93,OWN,2.3,PARTNER_PORTAL,2026-03-07 16:45:31.666659
P-100951,Robert Galloway,1984-01-22,davidpearson@example.net,+16075598897,41,67889.74,OTHER,0.0,WEBSITE,2024-09-08 18:56:20.660290
P-100952,Randy Murphy,1996-07-18,anthonyhunt@example.net,+13527312021,29,68074.39,MORTGAGE,8.6,PARTNER_PORTAL,2026-01-30 22:50:32.660111
P-100953,Katelyn Gray,1991-05-19,anna74@example.com,+16008268764,34,61199.0, OTHER ,5.3,WEBSITE,2025-06-02 18:12:26.058221
P-100954,Jerome Cole,1999-08-11,nicole16@example.org,,26,44821.59,OWN,4.9,WEBSITE,2024-07-16 09:28:21.933537
P-100955,Vanessa Cunningham,2005-07-02,sydneyalexander@example.org,+12954296353,20,35645.71,RENT,5.2,PARTNER_PORTAL,2025-03-04 19:31:28.841660
P-100956,Joseph Ford,1996-06-26,ronaldyoung@example.org,+15946898959,29,58011.43,MORTGAGE,0.7,CRM,2026-05-02 03:51:57.721780
P-100957,Shelly Mcmahon,2005-12-18,julie44@example.org,+19916699939,20,36625.74,RENT,8.1,CRM,2024-11-25 15:08:59.237484
P-100958,Sherri Baker,1980-10-01,dustinwilliams@example.com,+13622973988,45,19780.56,OWN,4.1,PARTNER_PORTAL,2026-05-19 21:43:50.550742
P-100959,Jill Brown,1991-03-02,dariusmendoza@example.org,+14542853465,34,48906.97,OWN,7.2,CRM,2024-12-08 06:04:29.416233
P-100960,Donald Reynolds,2001-02-23,patrick12@example.net,+17398002512,24,55892.06,OTHER,8.3,CRM,2026-02-15 11:17:20.134939
P-100961,Linda Lee,2000-02-22,courtney70@example.net,+18195931458,25,36686.49,OWN,0.0,WEBSITE,2024-08-18 07:43:55.554029
P-100962,Joshua Watson,1998-11-14,kennethwhite@example.com,+16208334742,27,25316.93,OTHER,5.7,CRM,2024-11-12 16:05:30.147308
P-100963,Eric Alvarado,1994-06-18,sgordon@example.net,+13689008529,31,12802.97,OTHER,5.9,WEBSITE,2025-04-22 22:48:28.637126
P-100964,John Lopez,2001-12-21,turnermckenzie@example.org,+16388502289,24,21916.21, OTHER ,5.1,CRM,2025-03-20 19:26:33.679122
P-100965,Paul Blair,1996-12-25,jamesanderson@example.org,+12305202569,29,52402.31,OTHER,5.5,PARTNER_PORTAL,2024-07-05 10:03:41.746313
P-100966,Jason Alexander,1996-02-01,santiagoronald@example.com,+14076627995,29,19683.49,RENT,2.7,PARTNER_PORTAL,2025-09-12 13:38:46.808210
P-100967,Blake Berger,1994-03-16,jessicahawkins@example.com,+12233034202,31,31744.15,MORTGAGE,7.5,WEBSITE,2025-05-04 04:52:48.511598
P-100968,Christopher Robles,1996-09-23,brett50@example.com,+14646871775,29,38064.87,OTHER,5.9,CRM,2024-07-25 02:07:37.178844
P-100969,Joshua Herrera,1991-02-02,rmoore@example.com,+18256812259,34,124630.49,RENT,2.3,WEBSITE,2025-11-01 04:51:12.549567
P-100970,Misty Hernandez,1994-08-21,toddburton@example.com,+19122121101,31,43788.1,RENT,3.0,CRM,2024-12-02 03:20:58.758478
P-100971,Michael Perry,2005-09-23,caldwellpatricia@example.org,+16077403925,20,33491.3,MORTGAGE,0.7,WEBSITE,2024-10-22 20:37:48.616730
P-100972,Stephen Duran,2005-03-15,lgarcia@example.org,+14643338722,20,24936.79,RENT,7.3,BRANCH,2025-03-10 04:31:48.514457
P-100973,Frank Cochran,1989-08-03,mhorn@example.org,+19087334447,36,26980.41,RENT,4.0,BRANCH,2024-06-28 06:11:51.137052
P-100974,Robert Smith,2005-08-03,christina68@example.net,+15194537749,20,55239.86,OTHER,8.3,CRM,2026-04-14 19:50:53.576024
P-100975,Emily Hall,1999-02-11,shaunjimenez@example.com,+17253920616,26,79104.11,OTHER,0.0,CRM,2024-09-27 07:58:09.966340
P-100976,Alyssa Wood,2003-06-22,edwardmitchell@example.org,+14638029559,22,111203.45,OWN,7.0,WEBSITE,2024-10-18 18:24:42.424962
P-100977,Elizabeth Gallagher,1994-04-29,bradbennett@example.com,+12496808513,31,13261.88,OTHER,0.0,CRM,2025-07-27 00:50:41.710248
P-100978,Courtney Foley,1992-06-15,fuenteschristopher@example.org,+14218548158,33,24143.99,OTHER,5.3,PARTNER_PORTAL,2025-07-05 16:49:13.768182
P-100979,Wendy Evans,1993-03-18,garciabrandi@example.net,+19489806442,32,74565.17,OTHER,5.5,CRM,2025-09-10 03:14:35.458562
P-100980,Dr. Joseph Parsons,1984-08-24,slittle@example.com,+14414962342,41,41629.56,OWN,9.3,WEBSITE,2024-08-11 15:22:40.475396
