person_id,full_name,date_of_birth,email,phone,person_age,person_income,person_home_ownership,person_emp_length,source_system,created_at
P-100830,Kelsey Gates,1999-02-10,richard25@example.net,001-466-905-9867x87442,26,75990.43,OTHER,5.3,CRM,2025-10-27 15:24:44.301783
P-100831,Victoria Barry,2000-12-02,amber59@example.com,(759)242-8249x116,25,69196.2,OWN,2.8,WEBSITE,2024-09-23 09:14:34.928634
P-100832,Sonya Williams,2005-01-09,nathan39@example.net,213.721.5513,20,33011.02,MORTGAGE,3.4,CRM,2025-02-13 03:30:23.089292
P-100833,Damon Schultz,1993-11-04,evelyncampbell@example.com,689.866.9972x73677,32,83151.88,OWN,5.1,PARTNER_PORTAL,2024-10-02 21:32:00.926407
P-100834,Jacob Robertson,2003-10-29,samantharoberts@example.org,332.281.2312x39204,22,33970.77,OTHER,12.6,PARTNER_PORTAL,2025-03-11 05:20:29.276936
P-100835,Brandon Sanchez,1994-05-16,tracy38@example.com,(908)927-6817x225,31,12974.36,MORTGAGE,6.4,PARTNER_PORTAL,2025-01-30 18:43:38.404830
P-100836,Heidi Burton,1978-04-26,jtaylor@example.net,5523918768,47,121421.7,RENT,0.9,BRANCH,2025-03-21 23:13:02.378259
P-100837,Catherine Gonzales,1986-06-04,brewergregory@example.com,+1-533-873-9920x52229,39,29819.06,Other,5.9,BRANCH,2026-02-27 13:06:43.791008
P-100838,Morgan Lloyd,2004-05-31,bowmanjoel@example.net,(732)655-3983,21,30578.86,OWN,8.6,PARTNER_PORTAL,2024-12-23 21:43:06.209638
P-100839,Nathaniel Ford,1987-03-29,zrobinson@example.com,930-295-4497x9127,38,51650.28,RENT,0.0,CRM,2024-10-28 21:04:24.709437
P-100840,Benjamin Brown,1996-11-21,elizabethcarlson@example.net,313.475.2988x3220,29,71562.16,OTHER,9.7,PARTNER_PORTAL,2025-12-27 16:13:59.824926
P-100841,Richard Roy,1985-10-27,glenware@example.com,001-787-497-8889x75358,40,29279.1,OTHER,0.0,CRM,2024-12-02 21:40:06.698859
P-100842,Tammy Lindsey,2005-12-12,harrisjoshua@example.com,761.499.5171,20,35571.85,RENT,2.0,WEBSITE,2026-04-19 08:32:38.134732
P-100843,Laura Mcfarland,1980-12-13,johnsonedward@example.net,(595)201-4374,45,88950.74,OTHER,5.1,CRM,2025-08-22 18:46:06.344776
P-100844,Aaron Perry,1996-09-15,rmiller@example.net,919.812.6022x1321,29,50258.73,MORTGAGE,11.4,WEBSITE,2025-05-12 20:13:56.098591
P-100845,Amy Obrien,1990-02-20,wilsonpatrick@example.org,(920)519-0725,35,66125.91,OTHER,9.7,CRM,2024-11-05 16:37:58.947340
P-100846,Monica Johnson,2003-06-09,ryanrogers@example.net,3273481242,22,37721.56,other,0.0,CRM,2025-01-05 06:48:51.995935
P-100847,Melanie Garrett,2005-09-09,sandraheath@example.net,+1-352-229-4620x93556,20,25337.36,OWN,7.1,CRM,2026-01-05 04:07:56.235178
P-100848,Michael Carlson,1993-08-20,kimberlysilva@example.org,001-813-671-2436x58585,32,129705.13,mortgage,0.0,CRM,2025-12-06 04:46:00.903643
P-100849,Ryan Green,1994-10-04,beasleykimberly@example.org,(570)961-5927,31,52440.77,OTHER,2.1,WEBSITE,2024-12-31 17:12:32.571346
P-100850,Manuel Ramos,1993-08-23,reynoldsmichelle@example.org,(232)524-8155x42034,32,96321.65,MORTGAGE,2.3,WEBSITE,2024-07-31 02:43:43.579749
P-100851,Jack Stein,1977-10-22,xelliott@example.net,856.449.1579x554,48,43570.65,RENT,9.1,CRM,2026-04-13 12:36:14.878419
P-100852,Ryan Taylor,1994-02-16,steven01@example.org,+1-501-381-0306,31,32169.81,RENT,5.5,CRM,2025-04-30 18:37:10.196142
P-100853,Tony Burns,1991-08-25,iblack@example.org,215.871.2901x50713,34,28815.19,MORTGAGE,4.5,PARTNER_PORTAL,2025-05-03 07:46:08.355643
P-100854,Joel Perez,1998-03-26,novaklisa@example.com,(884)474-3621x300,27,42219.95,MORTGAGE,11.2,WEBSITE,2025-02-19 10:52:26.080708
P-100855,Megan Griffin,1995-10-11,fcarlson@example.org,418.905.3396,30,51154.63,OWN,0.0,WEBSITE,2026-03-27 20:28:29.253961
P-100856,Stacy Kim,1997-10-28,christianrichards@example.net,827.300.0466,28,106117.48,OTHER,5.9,PARTNER_PORTAL,2025-01-23 14:27:00.053781
P-100857,Kevin Fischer,1982-11-18,williamsbrianna@example.net,614.200.4938x819,43,63095.27,RENT,11.5,CRM,2025-01-26 17:11:19.699378
P-100858,Michelle Stewart,1994-09-15,bobbybishop@example.net,5943976987,31,33963.17,MORTGAGE,1.9,WEBSITE,2024-11-06 04:36:37.523028
P-100859,Melinda Cervantes,2003-08-24,vmorrison@example.com,966-912-3740,22,159861.58,OTHER,8.3,CRM,2025-07-25 00:26:56.882802
P-100860,Ronald Gill,1996-06-29,vwhite@example.net,499.249.9197x01426,29,64746.23,OWN,12.9,CRM,2024-11-17 04:11:21.327514
P-100861,Joe Strong,2005-01-20,danieljenkins@example.org,+1-904-418-1359x98989,20,38332.44,MORTGAGE,3.1,CRM,2026-03-10 16:12:56.458725
P-100862,Jeremy Johnson,2005-12-06,sarah80@example.org,+1-764-548-2217,20,38226.41,MORTGAGE,8.0,PARTNER_PORTAL,2025-07-25 01:37:16.916311
P-100863,Jonathon Kim,1975-06-06,ryanbryan@example.org,380-667-5712x369,50,36523.68,OTHER,3.3,WEBSITE,2025-08-11 07:03:46.973664
P-100864,Matthew Miller,1993-06-27,williamporter@example.net,629-268-8276x970,32,32477.66,MORTGAGE,2.5,PARTNER_PORTAL,2025-08-06 12:05:38.209476
P-100865,Bruce Conway,1985-09-18,tylerrodney@example.com,(307)983-2748x83565,40,54625.26,RENT,0.0,CRM,2025-08-01 00:49:50.823358
P-100866,Mary Davidson,2003-11-21,kellywilliams@example.net,(649)466-8349x60478,22,55329.45,RENT,2.0,BRANCH,2024-08-04 09:28:59.188267
P-100867,Justin Garcia,1995-07-24,ernestmahoney@example.net,001-536-248-8208x93486,30,44679.95,MORTGAGE,7.9,WEBSITE,2026-02-26 16:31:39.249401
P-100868,David Mendoza,2004-12-18,eguzman@example.com,5917141319,21,51540.63,RENT,4.6,PARTNER_PORTAL,2025-09-26 04:13:48.557547
P-100869,Miss Carla Hoover,1989-01-25,jenniferrodriguez@example.org,760.252.3045x8816,36,22556.33,MORTGAGE,6.4,BRANCH,2026-03-19 11:25:03.083556
P-100870,Tyler Christensen,1986-01-03,hthomas@example.net,865-803-4409,40,47882.79,own,4.6,WEBSITE,2026-02-02 00:39:19.996384
P-100871,Patrick Mosley,2000-01-31,bartondavid@example.com,+1-389-680-8806x782,25,42633.72,OTHER,10.0,CRM,2024-08-14 19:17:39.656188
P-100872,Jose Carney,1994-11-15,marydean@example.com,+1-964-686-9893x9698,31,33835.44,OTHER,5.8,CRM,2026-04-02 16:41:30.977500
P-100873,Erik Stafford,1996-11-11,murphybrianna@example.com,+1-701-319-2920x75360,29,57925.72,own,7.1,CRM,2024-08-08 08:01:35.500956
P-100874,Michael Brown,1986-03-29,uclark@example.org,(221)689-4559x06700,39,76705.01,RENT,1.3,CRM,2026-01-06 07:33:31.146647
P-100875,Wesley Wright,2001-07-26,carternicholas@example.com,+1-648-796-6760x56420,24,42545.34,OTHER,3.2,CRM,2025-04-12 17:58:24.566381
P-100876,Peter Morgan,2003-11-23,duncankimberly@example.com,001-453-438-9062x35466,22,34167.08,OWN,2.3,PARTNER_PORTAL,2025-12-11 16:46:50.175045
P-100877,Dylan Rodriguez,1996-08-06,cassandra53@example.org,9628212242,29,84808.24,OWN,5.8,PARTNER_PORTAL,2026-04-26 12:41:24.541997
P-100878,Matthew Collins,1974-06-23,kathrynaustin@example.com,6118241158,51,37815.1,OTHER,5.0,WEBSITE,2026-05-16 20:53:19.842112
P-100879,Tanner Herrera,1991-12-21,wellszachary@example.com,978.423.1299x5704,34,56352.94,RENT,13.3,WEBSITE,2026-05-17 11:03:10.184428
P-100880,Dennis Martin,2000-09-30,ujones@example.org,(803)784-3753,25,49724.99,OWN,0.0,PARTNER_PORTAL,2025-10-20 20:53:21.600162
P-100881,Sharon Patel,1987-03-16,ospencer@example.org,(748)624-2183x854,38,89071.35,other,1.6,PARTNER_PORTAL,2024-07-23 01:25:04.561157
P-100882,Jessica Torres,1994-11-10,justin75@example.net,(931)312-3274,31,22195.76,MORTGAGE,9.2,BRANCH,2025-05-01 18:33:53.512375
P-100883,Jennifer Clark,1997-06-04,deanna27@example.org,2382862175,28,24104.61,OTHER,5.9,BRANCH,2026-01-02 06:05:41.515122
P-100884,Richard Rivers,1998-03-29,scottjennifer@example.org,5697358824,27,66611.29,MORTGAGE,0.4,PARTNER_PORTAL,2026-02-03 21:04:49.257784
P-100885,Alexandra Hodge,2001-02-07,robertsonjennifer@example.com,778.648.1652x444,24,48278.62,MORTGAGE,8.9,WEBSITE,2024-12-20 11:29:54.140506
P-100886,Joseph Weiss,1984-12-19,haley79@example.net,478.910.5391,41,74277.05,OWN,1.9,BRANCH,2026-04-23 17:37:45.354246
P-100887,Dawn Ryan,1979-05-06,klara@example.net,(698)982-9045x79271,46,23775.86, MORTGAGE ,10.3,PARTNER_PORTAL,2025-10-10 01:48:52.230083
P-100888,David Patrick,1999-11-06,lpage@example.com,(538)339-7283,26,61403.76,OWN,0.9,BRANCH,2024-10-03 18:26:00.656493
P-100889,Matthew Dunn,1998-04-24,myerslisa@example.net,428.380.9832,27,68162.49,Mortgage,9.2,WEBSITE,2024-07-21 09:37:31.655958
P-100890,Cody Thompson,1994-12-27,smithheather@example.com,266.310.0898x761,31,67312.02,OWN,5.5,WEBSITE,2026-01-13 21:44:00.241373
P-100891,James Davis,2004-07-05,loweryjoe@example.net,753-619-8074x6823,21,28363.67,OTHER,5.9,CRM,2025-04-02 07:06:04.354287
P-100892,Mrs. Megan Davis,1984-02-04,gonzalezkendra@example.org,262.205.4596x715,41,68100.59,MORTGAGE,6.1,PARTNER_PORTAL,2025-04-21 09:06:28.243521
P-100893,Mary Henderson,1988-04-20,jonesrebecca@example.com,(641)913-4078x516,37,30738.99,MORTGAGE,4.4,CRM,2024-07-19 10:08:32.671971
P-100894,Holly Hoffman,2000-07-14,russellkelley@example.com,+1-826-989-9962,25,53287.23,OTHER,5.7,WEBSITE,2025-12-21 20:19:40.848989
P-100895,Kimberly Grant,1988-04-30,kennedywanda@example.net,+1-979-815-0596x2571,37,59895.79,OTHER,6.0,WEBSITE,2024-07-06 09:42:59.574524
P-100896,Beth Harding,1989-06-28,ryanmiles@example.com,789.482.6041x809,36,55664.08,OWN,2.1,CRM,2026-04-10 00:07:35.793770
P-100897,Heather Dixon,1991-04-08,murraystephen@example.net,427-646-9211,34,64063.48,MORTGAGE,2.3,BRANCH,2024-08-23 09:47:00.913530
P-100898,Jennifer Taylor,1993-10-16,gregory29@example.com,789-917-0454x21854,32,33203.86,Rent,0.5,CRM,2026-01-24 20:08:46.672077
P-100899,Jeffrey Wagner,1983-12-21,kirkdonald@example.com,409.500.1635x6407,42,79708.13,OTHER,7.1,WEBSITE,2026-01-20 12:37:05.107916
P-100900,Sean Braun,1978-05-13,samanthacarr@example.net,300-417-8822x473,47,235030.21,OTHER,4.1,CRM,2026-05-17 02:08:20.320516
P-100901,Todd Daniels,1991-11-18,adam10@example.com,+1-901-319-5092,34,35639.94,MORTGAGE,6.5,BRANCH,2026-05-08 05:47:38.350896
P-100902,Emily Simmons,1987-12-30,manningjeremy@example.com,7922300716,38,117853.3,MORTGAGE,6.0,CRM,2024-06-23 06:09:43.436786
P-100903,Dr. Ronald Valdez,1991-04-08,anna54@example.org,+1-629-687-6989x3652,34,26904.57,OWN,6.7,CRM,2026-04-21 01:49:40.166790
P-100904,Jennifer Oconnor,1995-09-05,tiffanyharris@example.com,+1-713-810-4502,30,28938.82,OWN,15.7,WEBSITE,2024-11-22 09:12:46.877381
P-100905,John Phillips,1996-07-16,samuel83@example.com,(868)906-4860,29,19903.64,RENT,2.2,CRM,2024-11-02 18:06:19.662700
P-100906,Wanda Davies,1994-07-30,sarah83@example.net,925-936-4628x0550,31,60182.57, MORTGAGE ,7.7,WEBSITE,2026-03-31 09:15:02.813231
P-100907,Jennifer Cole,1999-01-25,michael56@example.org,392.209.0855,26,53489.59,RENT,1.5,WEBSITE,2025-05-31 15:18:49.656749
P-100908,Monica Wade,1998-03-27,prestoncory@example.org,678-961-9025,27,23072.26,OWN,9.3,CRM,2025-10-10 17:50:34.785659
P-100909,Michael Jackson,1988-09-23,sullivanchristine@example.org,441-820-1227x59500,37,75899.54,OWN,5.2,PARTNER_PORTAL,2025-12-04 01:54:08.511586
P-100910,Amber Flores,1987-11-28,jason25@example.net,+1-494-979-5074x07173,38,71303.32, OTHER ,5.7,PARTNER_PORTAL,2025-08-10 18:57:35.532277
P-100911,Hector Paul,1988-01-22,dawn31@example.org,3642934039,37,54666.85,OWN,1.1,WEBSITE,2024-12-31 08:51:36.170649
P-100912,Andre Lewis,2005-03-17,hunterholly@example.com,418-749-1359,20,60518.51,MORTGAGE,7.8,CRM,2025-02-17 11:22:29.163271
P-100913,Susan Parks,2004-09-16,dwayne56@example.org,8062799006,21,25858.52,RENT,2.1,BRANCH,2024-08-10 15:34:23.719732
P-100914,Jeffrey Baker,1996-03-08,wendymason@example.net,+1-923-839-4495x30067,29,20289.76,RENT,1.7,WEBSITE,2025-12-03 12:43:33.536280
P-100915,Felicia Smith,1993-09-08,cynthiapoole@example.org,436.254.2624x1784,32,23171.38,OWN,4.5,PARTNER_PORTAL,2025-09-02 17:58:20.256574
P-100916,Laura Maxwell,1985-09-19,kristinaparker@example.org,200-890-6053,40,39594.87,RENT,9.1,BRANCH,2025-06-12 13:59:16.193584
P-100917,Christian Leach,1997-06-05,cruzscott@example.org,+1-404-357-5988x759,28,32353.64,OWN,9.7,PARTNER_PORTAL,2024-10-17 19:24:15.962142
P-100918,Patricia Collins,1996-11-18,pwilliams@example.com,+1-420-227-5582x14770,29,56158.37,OWN,3.6,BRANCH,2026-03-17 14:22:54.885772
P-100919,Robert Wilkinson,1990-09-14,jenniferpierce@example.org,362.919.2158,35,52904.69,RENT,9.1,BRANCH,2025-11-08 07:57:31.395124
P-100920,Krystal Hamilton,1998-03-08,gordonjason@example.com,288-219-5977x21688,27,42880.24,other,7.8,WEBSITE,2025-11-27 16:20:39.482671
P-100921,Sylvia Mendoza,2002-05-19,carloswerner@example.net,(289)372-8454,23,77601.14,OWN,6.9,BRANCH,2026-05-18 07:26:37.179847
P-100922,Nathan Woods,2004-04-16,brownandrea@example.net,582-432-2041x4474,21,151562.17,MORTGAGE,9.0,WEBSITE,2026-03-29 15:56:28.222956
P-100923,Nicole Jones,1982-06-15,barbara30@example.net,(402)403-0423,43,46488.22,RENT,0.0,CRM,2025-11-04 05:36:48.063322
P-100924,Dr. Cameron Liu II,2005-11-19,blakefrank@example.org,,20,32029.47,RENT,1.3,BRANCH,2025-05-07 23:19:32.796122
P-100925,Kevin Carr,1994-12-31,davidjones@example.org,+1-529-316-1746x9029,31,62228.72,MORTGAGE,0.0,CRM,2026-04-12 08:44:05.398134
P-100926,David Sanford,1997-07-20,carl66@example.org,(291)731-6708,28,24553.05,OTHER,8.5,WEBSITE,2025-03-31 07:56:27.384308
P-100927,Tracy Butler,1997-06-04,wstevens@example.org,(636)621-9865x5049,28,59885.31,Own,9.4,WEBSITE,2025-01-16 12:41:02.644616
P-100928,Vincent Myers,1988-07-17,gailjacobs@example.org,001-439-465-0496x273,37,23543.94,OTHER,9.5,CRM,2025-03-16 22:55:37.684872
P-100929,Roy Davis,2000-12-15,jonathanfloyd@example.net,(258)954-2188,25,51161.78,RENT,6.0,CRM,2026-04-15 21:18:57.406296
P-100930,Melissa Garcia,1990-03-25,phernandez@example.net,919-496-4338x5324,35,27886.68,OTHER,0.0,WEBSITE,2026-03-04 17:35:48.119499
P-100931,Holly Young,1987-04-28,joseharris@example.org,001-931-815-8760x545,38,49129.21,Own,9.6,CRM,2026-03-23 18:26:09.324096
P-100932,Debra Rivera,1994-06-12,tmorales@example.net,853-353-6597x466,31,75461.01,MORTGAGE,3.5,WEBSITE,2025-04-17 20:59:20.571069
P-100933,Beth Thompson,1991-10-21,mitchell80@example.net,894-681-5269x25596,34,31066.87,OWN,11.6,CRM,2026-02-01 09:43:10.201396
P-100934,Scott Allen,2001-09-08,rberg@example.org,259.614.2614,24,47056.15,OTHER,0.6,WEBSITE,2025-09-18 19:26:25.847697
P-100935,Danielle Merritt,1991-07-03,tvelasquez@example.com,330-979-6373x1008,34,107640.34,MORTGAGE,3.0,CRM,2026-04-09 14:03:54.039174
P-100936,Tamara Thomas,1990-11-01,millerjessica@example.com,884-952-3542,35,43416.24,rent,3.7,CRM,2024-12-18 23:45:26.721725
P-100937,Marie Shelton,2000-12-01,rodriguezjames@example.org,+1-808-765-2377x7296,25,80402.28,OWN,3.7,PARTNER_PORTAL,2025-03-31 22:38:53.354859
P-100938,Aaron Ramirez,1995-02-19,brewerbrandon@example.net,001-252-478-1055x800,30,15455.98,OWN,0.5,CRM,2025-05-24 22:56:20.675270
P-100939,Monica Jones,1986-12-31,luisbates@example.org,860-394-3913,39,13898.37,other,1.9,CRM,2025-06-01 08:00:05.004861
P-100940,Andrew Martinez,1997-02-01,wdean@example.net,(586)720-9297,28,67692.59,MORTGAGE,2.8,BRANCH,2024-09-17 13:37:38.991975
P-100941,Luis Wilcox,1983-07-21,reneehernandez@example.org,+1-573-793-8992x0457,42,29516.84,Mortgage,9.0,PARTNER_PORTAL,2024-11-24 23:47:56.523035
P-100942,Jeffery Hunter,2004-11-22,harrisonchristopher@example.org,+1-470-582-6971,21,35476.53,RENT,0.9,CRM,2025-03-14 00:11:42.156409
P-100943,John Moore,1995-09-17,gomezmegan@example.net,688.821.7648,30,51665.18,Mortgage,3.0,WEBSITE,2025-05-21 04:41:07.192288
P-100944,Paul Anderson,1989-07-02,tinabrandt@example.net,(422)780-1944,36,62392.78,RENT,6.8,WEBSITE,2025-07-17 10:48:14.225883
P-100945,Natalie Moore,1994-12-27,gregorymullen@example.com,5629953506,31,34795.37,other,5.6,CRM,2026-02-15 14:12:56.984564
P-100946,Scott Wilson,1989-07-02,nelsongabriela@example.com,413-207-5384x185,36,74360.58,OTHER,8.9,WEBSITE,2026-03-04 09:26:47.782840
P-100947,Raymond Thompson,1969-08-02,hicksjustin@example.com,297.756.1547,56,58910.65,MORTGAGE,6.9,WEBSITE,2025-01-29 01:54:06.854554
P-100948,Rebecca Zuniga,1988-06-19,richardsonronnie@example.net,811-595-5640x919,37,34747.19,MORTGAGE,3.0,CRM,2025-08-07 23:16:45.710094
P-100949,Jonathan Ballard,1988-05-05,woodsaaron@example.org,3424620197,37,40303.92,OWN,5.6,CRM,2025-11-12 15:45:55.786823
P-100950,Eric Everett,1985-10-16,karenjordan@example.net,(878)997-6098x7312,40,40580.93,OWN,2.3,PARTNER_PORTAL,2026-03-07 16:45:31.666659
P-100951,Robert Galloway,1984-01-22,davidpearson@example.net,001-607-559-8897x86533,41,67889.74,OTHER,0.0,WEBSITE,2024-09-08 18:56:20.660290
P-100952,Randy Murphy,1996-07-18,anthonyhunt@example.net,001-352-731-2021,29,68074.39,MORTGAGE,8.6,PARTNER_PORTAL,2026-01-30 22:50:32.660111
P-100953,Katelyn Gray,1991-05-19,anna74@example.com,6008268764,34,61199.0, OTHER ,5.3,WEBSITE,2025-06-02 18:12:26.058221
P-100954,Jerome Cole,1999-08-11,nicole16@example.org,,26,44821.59,OWN,4.9,WEBSITE,2024-07-16 09:28:21.933537
P-100955,Vanessa Cunningham,2005-07-02,sydneyalexander@example.org,+1-295-429-6353x0597,20,35645.71,RENT,5.2,PARTNER_PORTAL,2025-03-04 19:31:28.841660
P-100956,Joseph Ford,1996-06-26,ronaldyoung@example.org,594-689-8959x65466,29,58011.43,MORTGAGE,0.7,CRM,2026-05-02 03:51:57.721780
P-100957,Shelly Mcmahon,2005-12-18,julie44@example.org,991-669-9939x3449,20,36625.74,rent,8.1,CRM,2024-11-25 15:08:59.237484
P-100958,Sherri Baker,1980-10-01,dustinwilliams@example.com,362.297.3988x94132,45,19780.56,OWN,4.1,PARTNER_PORTAL,2026-05-19 21:43:50.550742
P-100959,Jill Brown,1991-03-02,dariusmendoza@example.org,454.285.3465x5792,34,48906.97,OWN,7.2,CRM,2024-12-08 06:04:29.416233
P-100960,Donald Reynolds,2001-02-23,patrick12@example.net,+1-739-800-2512x137,24,55892.06,OTHER,8.3,CRM,2026-02-15 11:17:20.134939
P-100961,Linda Lee,2000-02-22,courtney70@example.net,(819)593-1458x43456,25,36686.49,OWN,0.0,WEBSITE,2024-08-18 07:43:55.554029
P-100962,Joshua Watson,1998-11-14,kennethwhite@example.com,(620)833-4742,27,25316.93,OTHER,5.7,CRM,2024-11-12 16:05:30.147308
P-100963,Eric Alvarado,1994-06-18,sgordon@example.net,+1-368-900-8529x46902,31,12802.97,OTHER,5.9,WEBSITE,2025-04-22 22:48:28.637126
P-100964,John Lopez,2001-12-21,turnermckenzie@example.org,(638)850-2289,24,21916.21, OTHER ,5.1,CRM,2025-03-20 19:26:33.679122
P-100965,Paul Blair,1996-12-25,jamesanderson@example.org,+1-230-520-2569x133,29,52402.31,OTHER,5.5,PARTNER_PORTAL,2024-07-05 10:03:41.746313
P-100966,Jason Alexander,1996-02-01,santiagoronald@example.com,(407)662-7995x530,29,19683.49,RENT,2.7,PARTNER_PORTAL,2025-09-12 13:38:46.808210
P-100967,Blake Berger,1994-03-16,jessicahawkins@example.com,223.303.4202x8471,31,31744.15,MORTGAGE,7.5,WEBSITE,2025-05-04 04:52:48.511598
P-100968,Christopher Robles,1996-09-23,brett50@example.com,001-464-687-1775x4619,29,38064.87,OTHER,5.9,CRM,2024-07-25 02:07:37.178844
P-100969,Joshua Herrera,1991-02-02,rmoore@example.com,+1-825-681-2259x0956,34,124630.49,RENT,2.3,WEBSITE,2025-11-01 04:51:12.549567
P-100970,Misty Hernandez,1994-08-21,toddburton@example.com,001-912-212-1101,31,43788.1,RENT,3.0,CRM,2024-12-02 03:20:58.758478
P-100971,Michael Perry,2005-09-23,caldwellpatricia@example.org,607.740.3925x199,20,33491.3,Mortgage,0.7,WEBSITE,2024-10-22 20:37:48.616730
P-100972,Stephen Duran,2005-03-15,lgarcia@example.org,464.333.8722x0542,20,24936.79,RENT,7.3,BRANCH,2025-03-10 04:31:48.514457
P-100973,Frank Cochran,1989-08-03,mhorn@example.org,001-908-733-4447x0488,36,26980.41,RENT,4.0,BRANCH,2024-06-28 06:11:51.137052
P-100974,Robert Smith,2005-08-03,christina68@example.net,(519)453-7749x266,20,55239.86,OTHER,8.3,CRM,2026-04-14 19:50:53.576024
P-100975,Emily Hall,1999-02-11,shaunjimenez@example.com,(725)392-0616,26,79104.11,OTHER,0.0,CRM,2024-09-27 07:58:09.966340
P-100976,Alyssa Wood,2003-06-22,edwardmitchell@example.org,463-802-9559x63637,22,111203.45,OWN,7.0,WEBSITE,2024-10-18 18:24:42.424962
P-100977,Elizabeth Gallagher,1994-04-29,bradbennett@example.com,+1-249-680-8513x31380,31,13261.88,OTHER,0.0,CRM,2025-07-27 00:50:41.710248
P-100978,Courtney Foley,1992-06-15,fuenteschristopher@example.org,421-854-8158,33,24143.99,OTHER,5.3,PARTNER_PORTAL,2025-07-05 16:49:13.768182
P-100979,Wendy Evans,1993-03-18,garciabrandi@example.net,948-980-6442x00629,32,74565.17,OTHER,5.5,CRM,2025-09-10 03:14:35.458562
P-100980,Dr. Joseph Parsons,1984-08-24,slittle@example.com,001-441-496-2342x1926,41,41629.56,own,9.3,WEBSITE,2024-08-11 15:22:40.475396
P-100981,Eric Brown,2002-01-07,frank48@example.org,947-489-1179,24,208552.5,MORTGAGE,6.5,CRM,2026-01-19 04:42:07.790253
P-100982,Leon Davila,1990-07-25,barbara81@example.net,(883)818-0036,35,124545.33,other,8.2,PARTNER_PORTAL,2024-07-04 16:44:57.155758
P-100983,Carol Smith,2005-09-27,baileyjames@example.org,+1-253-786-3105,20,95981.3,OWN,3.6,WEBSITE,2026-01-08 03:35:50.166005
P-100984,Stephen Nolan,1993-02-09,mcconnellangela@example.org,(592)599-0076x86276,32,59243.49,RENT,2.4,BRANCH,2024-10-22 05:37:39.771929
P-100985,Stacy Macias,1993-06-01,nnunez@example.org,861.685.1862x6713,32,37939.4,OTHER,12.7,WEBSITE,2026-04-27 02:06:36.976817
P-100986,William Lee,1978-06-10,jamesperez@example.net,(318)983-5279,47,45944.42,OTHER,3.5,PARTNER_PORTAL,2025-02-02 22:40:52.951100
P-100987,Nancy Graves,1985-08-25,ecisneros@example.com,(310)465-9208x8143,40,37015.58,OWN,3.3,CRM,2025-05-13 05:14:39.734327
P-100988,Jason Murray,1986-07-19,gomezbrittney@example.net,+1-838-845-7202,39,43444.29,MORTGAGE,0.0,CRM,2025-03-05 06:09:35.271108
P-100989,Jennifer Cruz,1988-12-24,cherylgomez@example.org,,37,128988.28,Own,7.9,BRANCH,2025-02-03 11:51:08.785244
P-100990,Megan Fuller,1982-04-27,gallagherjoanna@example.org,001-890-674-7296,43,50512.61, RENT ,1.2,CRM,2024-08-03 02:42:16.990001
P-100991,Malik Washington,1995-06-07,trancaitlin@example.com,+1-674-385-9946x41839,30,67827.05,OTHER,5.4,WEBSITE,2025-04-03 21:31:23.012338
P-100992,Ryan Stone,2005-11-18,jamie98@example.net,264-498-0445,20,20751.21,RENT,7.0,CRM,2025-09-27 08:48:47.571590
P-100993,Jennifer Smith,1977-09-15,davidclay@example.org,(262)270-6648,48,93840.52,RENT,0.0,CRM,2026-01-29 08:12:57.251156
P-100994,Joseph King,1982-05-21,carrilloaaron@example.net,001-583-905-7488,43,18959.97,RENT,3.8,PARTNER_PORTAL,2024-12-20 11:54:02.227996
P-100995,Wendy Tran,1985-06-24,pjoyce@example.org,(875)800-0305,40,60038.33,RENT,0.0,CRM,2024-08-30 08:33:41.476847
P-100996,Paula Kelly,1989-07-08,andredonaldson@example.com,(241)984-9378x4679,36,39239.84,RENT,9.6,PARTNER_PORTAL,2026-03-22 06:10:24.811326
P-100997,Martha Schmidt,1993-05-27,robertday@example.org,6136651034,32,33711.16,OWN,8.6,PARTNER_PORTAL,2026-04-16 06:34:07.317525
P-100998,Kyle Hurley,1986-09-16,qwebb@example.com,(886)952-4062x21559,39,71746.07,RENT,9.3,CRM,2024-09-23 22:43:17.711927
P-100999,Patricia Lopez,1988-03-20,davidsmith@example.org,647.604.7476,37,51330.52,MORTGAGE,5.4,CRM,2025-10-12 16:11:40.654773
P-101000,Kyle Burke,1995-10-16,george38@example.org,507-812-4553x12900,30,26227.89,MORTGAGE,3.9,PARTNER_PORTAL,2024-09-17 12:02:06.417298
P-101001,Brandon Melton,1992-09-19,xyoung@example.net,(777)726-4883,33,97972.97,MORTGAGE,4.8,CRM,2025-11-01 00:43:01.553580
P-101002,Frederick White,1985-11-16,george52@example.net,216-218-5759x17105,40,39054.14,OWN,7.4,BRANCH,2025-03-01 11:56:18.246636
P-101003,Deanna Gibson,1995-12-14,thomas53@example.com,001-524-678-4171x59497,30,91782.3,OWN,7.5,PARTNER_PORTAL,2025-01-08 17:46:16.753335
P-101004,Christina Cook,2003-01-10,bdixon@example.org,418.836.1133,22,109805.04,Mortgage,4.3,CRM,2026-04-06 22:03:12.900723
P-101005,Katie Preston,1990-08-21,gomezgrant@example.net,630.848.6251x5217,35,59888.12,OWN,0.9,WEBSITE,2025-02-03 21:20:29.413894
P-101006,Tammy Daniel,1989-07-23,yburnett@example.net,6186915673,36,31442.22,OTHER,9.3,PARTNER_PORTAL,2026-02-18 23:58:29.934835
